id,SalePrice
1461,153371.35200917767
1462,114914.9464584763
1463,147331.65568102174
1464,185077.726826866
1465,193377.13985771505
1466,212304.32750089228
1467,172064.94106810607
1468,178111.37432962665
1469,161968.58660701427
1470,199913.68280654837
1471,113404.67969660061
1472,173353.30227557325
1473,97025.32490363577
1474,94534.42068358487
1475,146110.95637456884
1476,108883.87042338403
1477,369790.3759413059
1478,269315.2968826778
1479,259770.61036212154
1480,274914.7067523681
1481,474219.4387315525
1482,321261.20585179096
1483,213226.9058266693
1484,174663.58292972943
1485,166866.12097635545
1486,179158.4175717694
1487,190355.62740536683
1488,327924.90763102495
1489,238367.10967323248
1490,209525.0150528705
1491,250699.30227395525
1492,207845.78608271515
1493,97857.1857649453
1494,192427.68376988475
1495,291276.5205991602
1496,290063.517527518
1497,242541.57790665497
1498,174229.66862504484
1499,179606.27391717586
1500,150845.18603623775
1501,143679.97882895137
1502,190130.33012570234
1503,131906.11414811644
1504,284238.5558752668
1505,241803.54503257442
1506,231834.0934148073
1507,188055.85019465163
1508,266971.791120419
1509,200798.470109579
1510,150510.8851221682
1511,147697.6512609528
1512,168801.20923790758
1513,185121.54789906836
1514,148440.036490477
1515,171859.3894065751
1516,210844.62709056702
1517,156571.80017593768
1518,175900.8184518979
1519,115480.93103387907
1520,221437.35467968197
1521,131895.88568662788
1522,134028.10766700294
1523,185779.82155951567
1524,110073.032059404
1525,114888.9115580249
1526,123683.14792501158
1527,119525.22566182265
1528,104219.8394851843
1529,128198.96048118893
1530,152843.53593646325
1531,214849.58182789054
1532,132286.1585520194
1533,97684.12579579923
1534,162408.2087888581
1535,133589.50963780103
1536,160059.87499385088
1537,95359.09918871442
1538,55935.26151184425
1539,160674.5514668839
1540,204298.61119206273
1541,120410.12312696275
1542,131380.4529042219
1543,159155.58958679854
1544,203770.76479461967
1545,84662.02430762381
1546,133904.73395977553
1547,140591.95246749558
1548,140656.97756890638
1549,149638.59193408836
1550,125296.03953153509
1551,146870.09832005054
1552,118501.81617084838
1553,157014.95009674615
1554,153581.1872893656
1555,125775.3592493411
1556,163953.5619947997
1557,68202.68891813482
1558,146909.7918510421
1559,94886.92476383223
1560,54262.43599243875
1561,131194.76131775486
1562,142701.43815417064
1563,126714.23454248512
1564,123728.01134857239
1565,176001.56828538285
1566,147129.31277790997
1567,234375.96643320017
1568,68928.18329535087
1569,238980.00257658423
1570,128851.93842445593
1571,134066.1536758272
1572,88326.08136301851
1573,154951.57716951045
1574,258766.89818705962
1575,130003.64340486442
1576,235595.6571314314
1577,240252.3639585675
1578,176577.584860386
1579,156670.21914975648
1580,156889.18762889304
1581,191869.8038181662
1582,145722.77606104338
1583,134067.3654039026
1584,284915.47659436695
1585,227490.20450127806
1586,143281.50966621633
1587,68346.78296151874
1588,108334.53002656376
1589,152654.01575150294
1590,97053.36621281259
1591,132569.38081321266
1592,82604.94509855767
1593,120747.14573415357
1594,130577.7236574795
1595,27980.828045773378
1596,115101.27917868801
1597,237854.96819418072
1598,199757.0068225738
1599,208637.39540060455
1600,190966.0881615098
1601,180329.29039912447
1602,61416.94929845525
1603,123382.00917608503
1604,38905.51041045942
1605,254691.74156263162
1606,238244.04626537175
1607,160891.42546550374
1608,172802.2798766735
1609,203890.70069814916
1610,197666.42816831756
1611,155838.06750826378
1612,126447.88372552389
1613,177746.32737844702
1614,170174.42288269417
1615,131849.71670308115
1616,81730.35306745244
1617,60270.43042997869
1618,81795.47521916873
1619,135999.80716011362
1620,142589.1547721685
1621,194780.09597345546
1622,132178.4499197498
1623,153237.98571094775
1624,277683.34283438686
1625,217781.93881359368
1626,117598.7644994297
1627,170413.0708498373
1628,188401.8878761666
1629,269507.545760251
1630,174256.9410723046
1631,366438.38791112415
1632,260719.97207295598
1633,251464.647735389
1634,173013.56888843307
1635,183772.89853953378
1636,171438.91264133056
1637,142543.40158630942
1638,193181.11127605682
1639,183176.71703403408
1640,184701.2109385213
1641,236468.38474196786
1642,183447.7508148439
1643,231835.68386469453
1644,231282.64829399332
1645,230466.1367643242
1646,205637.14982035916
1647,152743.6771885338
1648,149979.71311782283
1649,123073.69128128956
1650,126824.35917229913
1651,111994.37958623753
1652,110665.29539656197
1653,99514.5261288757
1654,101452.67728358919
1655,141474.8636282621
1656,131215.46952882572
1657,142625.94631551136
1658,154549.18496559642
1659,146708.24854628407
1660,125910.16501428183
1661,141902.08166792244
1662,395125.5009430696
1663,367747.470036861
1664,379415.1867695603
1665,466996.19877364417
1666,317725.3738409894
1667,318923.7753747526
1668,356894.92364520207
1669,357571.9143640185
1670,304033.7891186662
1671,357369.207173323
1672,292493.2805967387
1673,391664.0626654997
1674,304694.6057217298
1675,257701.74807066086
1676,215862.7785954359
1677,221749.30860687647
1678,227122.0811072017
1679,465519.5152664227
1680,360858.8282428195
1681,336409.33352707134
1682,270116.4077769836
1683,315101.9613603513
1684,199600.84797632135
1685,171918.65641439837
1686,176625.67350520514
1687,167043.00143829096
1688,159257.59602355066
1689,180716.5258062148
1690,186717.79772727122
1691,191950.50932138244
1692,178143.93297255327
1693,235088.78315409657
1694,164709.58333573755
1695,179621.64902331118
1696,164606.07486265758
1697,266722.0712147131
1698,172601.4405181966
1699,345195.90007744986
1700,331110.92142320523
1701,278924.2347608081
1702,282069.8263608886
1703,211860.37125785116
1704,216381.5972477045
1705,285111.14116834186
1706,241330.66129725962
1707,386628.5132250029
1708,219261.67726308762
1709,207635.5268936044
1710,257181.1284901608
1711,220549.65851660923
1712,260237.5235349433
1713,267625.548239477
1714,267894.6167049208
1715,220669.62295670836
1716,210056.3173522284
1717,183608.06007138945
1718,171320.60021543616
1719,145198.07110313588
1720,217344.49410610402
1721,232315.59573352325
1722,148721.29727104242
1723,111728.34311634714
1724,147682.71714451734
1725,218652.67700213188
1726,244820.16994974585
1727,183535.37689744614
1728,137805.85019490327
1729,148003.24416450976
1730,172839.46651759997
1731,53846.70964965786
1732,111087.67755829988
1733,125949.00166145602
1734,122125.40256982812
1735,121290.90689163397
1736,93981.92190133396
1737,99710.28085191734
1738,300263.1114121361
1739,271894.99867256585
1740,259234.06797561317
1741,224283.95924167128
1742,196371.17245595308
1743,173861.68411678527
1744,171248.87347369533
1745,348049.725615558
1746,235849.42594693892
1747,210466.32184679643
1748,193924.03106300533
1749,228351.47542614656
1750,132158.4025176758
1751,136687.37836129565
1752,231302.63559587463
1753,115391.27050191224
1754,156168.52164127296
1755,195074.50104088133
1756,167237.0401885227
1757,144114.07992227632
1758,113332.42150890024
1759,143505.3557218142
1760,163955.86620231095
1761,163753.72682247357
1762,155645.43721984065
1763,191875.962330511
1764,164928.0816396936
1765,104630.68105083218
1766,165458.41707208785
1767,200085.07851583156
1768,239815.40657279658
1769,139374.73895105175
1770,164057.28971486146
1771,154253.82490026526
1772,126387.60738013271
1773,140929.6527110695
1774,110380.50904122171
1775,148326.52734418146
1776,148357.52826155844
1777,132922.6575684577
1778,108856.543171252
1779,153339.75494021876
1780,32069.645540442172
1781,161838.76666607286
1782,125072.24271158155
1783,81879.65438304964
1784,138712.86722863355
1785,98409.21458774606
1786,115731.45635394318
1787,141139.57332069462
1788,154014.77644800447
1789,59426.03140987911
1790,102923.12420776817
1791,66258.65163874291
1792,194340.3827812281
1793,163930.69613733253
1794,140663.4731135951
1795,168590.60180611582
1796,131077.42787134167
1797,132393.26123334034
1798,120608.0650165793
1799,128329.9953110948
1800,108394.35835511198
1801,131352.01330349757
1802,119767.46499870069
1803,115383.29532581854
1804,158140.5733469493
1805,138752.35137252935
1806,137452.70707784756
1807,137360.26942016388
1808,156273.68038371782
1809,122689.09944250048
1810,125922.98097548024
1811,142384.23296437034
1812,90345.11104179978
1813,104198.76035743857
1814,133477.95967526615
1815,99666.76958288906
1816,38593.45017124174
1817,101380.96262047661
1818,105644.52070397808
1819,157666.95404180133
1820,120275.12802424922
1821,25490.962288926356
1822,129860.69174621179
1823,148138.95914127462
1824,21027.123303969012
1825,149459.95853009523
1826,141231.51388829818
1827,98653.53721814907
1828,114424.10366198093
1829,159261.20654122758
1830,134949.31545825256
1831,161700.2047510739
1832,159001.91680106032
1833,71181.7438203033
1834,147108.7540249624
1835,122280.43523929399
1836,124364.84028712772
1837,142613.30771941599
1838,101626.43072640568
1839,114558.6419893521
1840,98054.35696374334
1841,149958.6275139539
1842,132073.80321535477
1843,86864.35012647006
1844,139400.25021528453
1845,142055.66096133384
1846,153690.5315972814
1847,156772.54777492138
1848,162526.448664829
1849,-83677.80655467731
1850,97037.12393063997
1851,122845.52670977845
1852,140959.83048770786
1853,103114.47181238212
1854,111118.85441522372
1855,159539.99792704292
1856,147434.19821962336
1857,225885.54134715418
1858,99197.86520055479
1859,19163.74942301272
1860,-16714.72755818232
1861,143622.37905045977
1862,-17704.92313388147
1863,282317.2532891871
1864,269664.6614743673
1865,269664.6614743673
1866,340914.3859987337
1867,309120.999177326
1868,220391.7754624615
1869,279250.8354078651
1870,216794.22850411703
1871,227320.27736724136
1872,230736.98828407883
1873,181479.72125526046
1874,264943.37076567917
1875,144250.01265626724
1876,170454.34381527215
1877,203470.9486997615
1878,210586.3506650006
1879,190516.77104711573
1880,147039.27795011792
1881,133515.934732593
1882,249056.55332925162
1883,241946.1429230621
1884,182525.52632174935
1885,201070.58930715043
1886,224346.0440682663
1887,268106.4473860554
1888,230262.1151024702
1889,271543.9175484026
1890,167131.53728462255
1891,96992.00110961804
1892,88563.30995239921
1893,109368.45388963456
1894,127788.04168689667
1895,112711.01477584704
1896,136020.99331498367
1897,119329.58386761395
1898,130707.7976942166
1899,102274.59061067722
1900,160080.81491872226
1901,163921.997701685
1902,197450.34008111333
1903,175492.28711077396
1904,226493.19848770768
1905,152977.07461064044
1906,200042.6010493341
1907,124305.23905580181
1908,236445.50232703987
1909,111148.58841043142
1910,135712.7427139967
1911,123267.67688639487
1912,227835.86392877472
1913,298166.4321964701
1914,157437.67883070104
1915,40405.286342790816
1916,321178.35815977206
1917,55628.72491250836
1918,230737.42142193334
1919,140544.89692668506
1920,166368.7246317488
1921,164271.05977031053
1922,361583.3075922977
1923,316881.17225909885
1924,237827.37530072057
1925,224324.66769389185
1926,218700.33280195584
1927,358473.48459543317
1928,124900.62253978479
1929,169575.61494036007
1930,130161.58945393271
1931,119559.36563615006
1932,141680.95950638433
1933,121133.8130081598
1934,190988.4091628953
1935,183906.0291930583
1936,163602.14627835073
1937,197185.61084831745
1938,174581.61308326887
1939,160551.38441654015
1940,266247.54835670034
1941,209814.38091608742
1942,167564.6789536519
1943,159377.57979486504
1944,244956.2067457424
1945,338187.2675058594
1946,403748.5871512786
1947,136347.03411566996
1948,310120.2122568872
1949,164113.65486247465
1950,217411.4145995394
1951,190089.47263845484
1952,256387.22313391848
1953,214391.6461279242
1954,176823.90388415215
1955,183784.3780321851
1956,132200.9589440421
1957,294733.33184703847
1958,159863.52171911037
1959,256870.78069863864
1960,135928.64727616275
1961,91765.75891092516
1962,115502.08174405087
1963,99680.27966890787
1964,110555.43690514335
1965,104599.49554458118
1966,133513.57070865302
1967,138201.9143567476
1968,309057.19428759767
1969,383836.30012864026
1970,387112.2911551551
1971,374079.5529045267
1972,405067.23799077235
1973,348364.4162318229
1974,327851.5956275339
1975,313453.41908362467
1976,498994.1919356244
1977,300003.0163962911
1978,366118.097502155
1979,333331.6572469919
1980,333476.5871494765
1981,219454.2541687231
1982,348469.5648058036
1983,236319.21631264017
1984,214269.43274264716
1985,179606.0043600452
1986,224390.9947682275
1987,209463.1046436602
1988,204019.6461214105
1989,170447.82497764038
1990,186578.5989011457
1991,207781.7704072818
1992,241355.05608017798
1993,225694.88888031765
1994,163143.34892502753
1995,230479.73256767608
1996,180866.5769665033
1997,286554.9206336731
1998,277426.1802404099
1999,338983.0015880729
2000,299486.321590672
2001,332568.2599657922
2002,296911.45817697275
2003,246406.28267726267
2004,246461.73913728466
2005,300277.7400924354
2006,223139.06446185883
2007,222539.83795193548
2008,258158.84212048003
2009,232959.9084456012
2010,195713.35257768547
2011,200613.59141933254
2012,128260.67017417055
2013,180547.7508400391
2014,177361.10093467313
2015,179733.5970750733
2016,217847.59972657124
2017,192507.06667914224
2018,200377.9090378614
2019,93394.97018441753
2020,131878.8995982618
2021,83106.46827729023
2022,101300.37800298193
2023,211600.9058869237
2024,135446.72158651048
2025,295069.23826215166
2026,359486.5424592724
2027,166948.24940607505
2028,148216.07649791788
2029,157557.8829756111
2030,170381.810221542
2031,252955.80639911938
2032,227826.65800780323
2033,229010.36441339372
2034,238598.9435366147
2035,177365.45173748635
2036,240792.98847332562
2037,193471.1812622983
2038,218473.77809262704
2039,318730.1787334891
2040,234926.18813017552
2041,323852.88035104715
2042,309438.9668674685
2043,217466.54163311695
2044,180339.62655893917
2045,164033.77489315267
2046,201897.91996054238
2047,150877.1537921319
2048,135841.54889686417
2049,127766.64643311608
2050,125969.8629627614
2051,164290.09588187502
2052,-14236.095270403894
2053,110624.31841155433
2054,137274.396452216
2055,87004.02749390496
2056,179599.17512711746
2057,132102.97872325437
2058,93207.39231742329
2059,212220.09541226743
2060,129519.52763953627
2061,179613.18488758564
2062,169854.16590749208
2063,123413.92946995633
2064,104438.21384503534
2065,140950.99258567707
2066,111506.28130672095
2067,163942.37943705491
2068,95461.7657866988
2069,147307.39426204844
2070,-18988.57340802063
2071,115114.85913636
2072,96256.91050476409
2073,138079.31905558886
2074,121464.20041891353
2075,160425.10990889027
2076,153482.40503890492
2077,122042.45820656071
2078,164239.74527162444
2079,132786.09046493418
2080,118166.51993425572
2081,118749.0898409388
2082,125717.74960912584
2083,136493.94219003536
2084,152777.26212651384
2085,107920.08945567113
2086,83355.61971967256
2087,106063.13453671192
2088,110403.32993119601
2089,115949.4758197106
2090,70047.53797216457
2091,127622.22122306639
2092,98721.37586379876
2093,131412.3537285048
2094,149881.22638017568
2095,119314.96150810373
2096,159646.15396019735
2097,94789.13167084738
2098,90171.20431644139
2099,154345.44931001583
2100,44405.57226622591
2101,42577.65598485287
2102,117587.42298360089
2103,123204.19629192149
2104,91538.05958403806
2105,133025.11996618693
2106,133508.37654326405
2107,62700.56853324323
2108,198863.71470733755
2109,118472.42541123557
2110,113651.03867008617
2111,124982.39493709838
2112,144224.5806865181
2113,146670.1571656998
2114,114828.22985409145
2115,117830.62625269996
2116,171870.93996025037
2117,132373.59188677827
2118,160366.70500340968
2119,117918.8755637418
2120,125001.73878118006
2121,103905.12261290243
2122,118091.2394361978
2123,119043.66315376331
2124,81697.03178224736
2125,180561.35339682826
2126,125119.66806154768
2127,157485.64599211866
2128,170536.57557729207
2129,148247.4093754781
2130,53042.972780626165
2131,143130.7301357435
2132,127247.12620123298
2133,122263.16302806747
2134,132646.01244885215
2135,114869.24069980744
2136,102821.09130707575
2137,-32664181601.690945
2138,108035.39605902616
2139,127720.16366554005
2140,148245.4219175601
2141,132075.3446686028
2142,162939.3423681262
2143,126051.85466001714
2144,161512.57470638765
2145,131275.1623996126
2146,142791.53069008412
2147,187509.4542175575
2148,120333.07965074845
2149,121374.40405171337
2150,139377.46615977588
2151,228366.8612796867
2152,130607.25380315038
2153,182412.2926256082
2154,198851.02969293477
2155,111130.84196601147
2156,142542.80522618312
2157,286178.4348776591
2158,234100.8601692482
2159,243947.75347386644
2160,236829.54970475915
2161,186764.46292310982
2162,229617.71526489648
2163,348347.78364155744
2164,315952.5494840747
2165,247198.45329255273
2166,178884.0400064057
2167,158541.72376895457
2168,221984.88206909073
2169,167430.22433045317
2170,191217.99534818664
2171,205078.34812215745
2172,148359.13836025636
2173,136908.5760672007
2174,164767.45820968843
2175,224976.63224175086
2176,274131.210191075
2177,291492.7019704927
2178,245035.96648009203
2179,222282.59546003066
2180,128014.08823368052
2181,233455.54960772488
2182,188714.8118334906
2183,211226.97899928904
2184,190515.53349192152
2185,119776.16000502568
2186,96156.75427759386
2187,158096.97574555216
2188,148638.61164019146
2189,161260.03668374926
2190,167540.22499167564
2191,73348.9130731185
2192,-52703.94541403814
2193,84099.53703691557
2194,99686.70345918299
2195,-20475.16809676311
2196,94728.71378616647
2197,97209.40481792223
2198,110535.14743918937
2199,168494.2192059797
2200,178984.3163621748
2201,145628.368296169
2202,147321.18827412283
2203,200873.1115281557
2204,153247.8024676683
2205,187924.59271154637
2206,126123.20251513517
2207,161381.05074184935
2208,235684.83321054478
2209,256275.27310274864
2210,267601.5626779008
2211,123421.53257487359
2212,124790.66151148717
2213,121514.35094097006
2214,103177.44351620178
2215,151300.1440363544
2216,103085.01350629343
2217,163606.58096677583
2218,-8650.131131098053
2219,54034.57760150438
2220,51088.01602388243
2221,-3127.44545905164
2222,320511.059100232
2223,257305.3753480607
2224,265375.7691093511
2225,210632.58447682718
2226,103605.50894594575
2227,195555.75275909412
2228,203541.32222887588
2229,263615.81514906907
2230,272917.9678220314
2231,163673.38777009776
2232,226639.8208180837
2233,188572.56289046787
2234,200616.17158932096
2235,245844.82951011776
2236,217512.94679352167
2237,274429.0673784609
2238,306765.71976646
2239,195443.677061798
2240,111289.1389319938
2241,134881.4164499437
2242,157850.05509777775
2243,133877.29443463063
2244,124008.30788014825
2245,110120.238327112
2246,109910.43415939619
2247,134809.05608666572
2248,121945.80151031545
2249,127528.03254776564
2250,115412.72306909724
2251,124468.25853420404
2252,92058.47001991299
2253,202198.41549291866
2254,162354.2122255481
2255,178866.06392650047
2256,193338.3750809598
2257,165101.7460415736
2258,212632.273034265
2259,143474.90420852747
2260,172161.51784385846
2261,134041.0068031307
2262,210649.2829593743
2263,243516.689588737
2264,356425.7525787554
2265,453465.60605418385
2266,142986.06308206718
2267,295689.06978247914
2268,390465.6701927064
2269,411532.87728419004
2270,145331.49881712417
2271,179740.83223793577
2272,214537.47109962333
2273,190066.9430282933
2274,149334.91720883825
2275,182439.97107002814
2276,141981.77412800564
2277,162398.95230726548
2278,159976.47147067293
2279,148377.1063794892
2280,92802.17111365833
2281,112189.99530402092
2282,146642.6201910281
2283,167461.80754586498
2284,111411.86518269757
2285,98234.45401247755
2286,153356.86306763516
2287,117742.23067029176
2288,373807.3062923834
2289,281467.7292130207
2290,368257.5141658904
2291,420928.8662986953
2292,336611.5736393789
2293,413050.3720754145
2294,450274.73135285336
2295,360890.5180101915
2296,465284.5762074881
2297,303173.44608822407
2298,364435.4188066514
2299,360529.1265124059
2300,347613.24955240067
2301,337454.60243316996
2302,313001.38321879215
2303,274344.2773974254
2304,260827.90170429836
2305,268006.98268890916
2306,228381.48102559647
2307,217928.85214707698
2308,217954.85959636123
2309,242306.24118390144
2310,295148.26916754275
2311,229286.8374411035
2312,221673.8089575339
2313,176936.77727282708
2314,164090.92717549633
2315,173593.10732916705
2316,180489.48859732875
2317,201018.3741423998
2318,197591.82973625962
2319,184687.9472260802
2320,184004.15975775608
2321,181255.80050389716
2322,234438.87385692282
2323,212720.68603606988
2324,189932.75756494794
2325,171295.82586292014
2326,215816.97903961016
2327,168400.39935467695
2328,197910.04096524353
2329,215913.60150676055
2330,184483.19732264688
2331,174621.9617075442
2332,351852.0896275197
2333,374749.5075183542
2334,333888.6055918393
2335,281229.69285253
2336,282789.2065965411
2337,327103.6213961745
2338,209688.00062371284
2339,269348.9394308032
2340,226621.60938483156
2341,392765.6138077634
2342,222502.12389181342
2343,243672.5938145422
2344,244770.15820765833
2345,221699.8967771446
2346,227303.0293238411
2347,215857.04218170492
2348,211127.82576101465
2349,261876.1788777958
2350,205716.4410215468
2351,288190.0207182183
2352,287924.72124584997
2353,260767.34294777148
2354,263501.1729611367
2355,162727.02215962962
2356,151987.16711806328
2357,141707.36262091453
2358,191013.98798378927
2359,202363.96440760238
2360,110815.67104042598
2361,112889.65867415292
2362,150397.5818202155
2363,268208.98742732237
2364,120382.34695369055
2365,153517.03793614378
2366,217882.4669839602
2367,191136.42774222887
2368,213936.78576522568
2369,210243.98482909182
2370,219053.8334289898
2371,169872.94905841193
2372,158271.47099952045
2373,187553.0534234103
2374,275289.5238858321
2375,302209.72866739816
2376,246045.1960768484
2377,306397.22348967585
2378,352059.7438803166
2379,150778.15856112895
2380,218555.99463684674
2381,123623.49882191759
2382,174383.2644225652
2383,202937.6033121661
2384,197848.1586647573
2385,244164.76238322785
2386,150250.23389288798
2387,129960.41353555603
2388,126552.057396469
2389,-21986.847512094624
2390,117615.13827063635
2391,161047.90203257976
2392,149993.7747782577
2393,111054.96491581989
2394,177171.01347789395
2395,130726.78627094495
2396,210672.56702388558
2397,136482.8686624083
2398,220932.2939613131
2399,127333.77455749374
2400,73044.96625187522
2401,44082.785881310905
2402,126519.0305966731
2403,133042.78152879342
2404,139993.74876457342
2405,149853.06247721525
2406,155703.97202680496
2407,145103.33233246685
2408,124617.48237467973
2409,124353.85112908797
2410,110588.8486441831
2411,183105.8493232696
